hpo_term_id,hpo_term_name,phecode,phecode_name
HP:0001692,Atrial arrhythmia,427,Cardiac dysrhythmias
HP:0001694,Right-to-left shunt,747.1,Cardiac congenital anomalies
HP:0001695,Cardiac arrest,427.42,Cardiac arrest
HP:0001698,Pericardial effusion,420.2,Pericarditis
HP:0001699,Sudden death,427.42,Cardiac arrest
HP:0001700,Myocardial necrosis,411.2,Myocardial infarction
HP:0001701,Pericarditis,420.2,Pericarditis
HP:0001702,Abnormal tricuspid valve morphology,747.12,Valvular heart disease/ heart chambers
HP:0001704,Tricuspid valve prolapse,395.3,Nonrheumatic tricuspid valve disorders
HP:0001705,Right ventricular outlet obstruction,747.1,Cardiac congenital anomalies
HP:0001706,Endocardial fibroelastosis,425.1,Primary/intrinsic cardiomyopathies
HP:0001708,Right ventricular failure,428.1,Congestive heart failure (CHF) NOS
HP:0001709,Third degree atrioventricular block,426.24,"Atrioventricular block, complete"
HP:0001710,Conotruncal defect,747.1,Cardiac congenital anomalies
HP:0001712,Left ventricular hypertrophy,416,Cardiomegaly
HP:0001714,Ventricular hypertrophy,416,Cardiomegaly
HP:0001716,Wolff-Parkinson-White syndrome,426.4,Anomalous atrioventricular excitation
HP:0001717,Coronary artery calcification,411.4,Coronary atherosclerosis
HP:0001718,Mitral stenosis,394.2,Mitral valve disease
HP:0001719,Double outlet right ventricle,747.11,Cardiac shunt/ heart septal defect
HP:0001722,High-output congestive heart failure,428.1,Congestive heart failure (CHF) NOS
HP:0001723,Restrictive cardiomyopathy,425,Cardiomyopathy
HP:0001727,Thromboembolic stroke,433.21,"Cerebral artery occlusion, with cerebral infarction"
HP:0001730,Progressive hearing impairment,389,Hearing loss
HP:0001732,Abnormality of the pancreas,577,Diseases of pancreas
HP:0001733,Pancreatitis,577,Diseases of pancreas
HP:0001734,Annular pancreas,750.22,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas"
HP:0001735,Acute pancreatitis,577.1,Acute pancreatitis
HP:0001737,Pancreatic cysts,577.3,Cyst and pseudocyst of pancreas
HP:0001738,Exocrine pancreatic insufficiency,577,Diseases of pancreas
HP:0001741,Phimosis,604.1,Redundant prepuce and phimosis/BXO
HP:0001742,Nasal obstruction,479,Other upper respiratory disease
HP:0001744,Splenomegaly,579.2,Splenomegaly
HP:0001750,Single ventricle,747.11,Cardiac shunt/ heart septal defect
HP:0001751,Vestibular dysfunction,386,Vertiginous syndromes and other disorders of vestibular system
HP:0001756,Vestibular hypofunction,386,Vertiginous syndromes and other disorders of vestibular system
HP:0001757,High-frequency sensorineural hearing impairment,389.1,Sensorineural hearing loss
HP:0001760,Abnormality of the foot,755.1,Congenital deformities of feet
HP:0001761,Pes cavus,755.1,Congenital deformities of feet
HP:0001762,Talipes equinovarus,755.1,Congenital deformities of feet
HP:0001763,Pes planus,735.1,Flat foot
HP:0001765,Hammertoe,735.21,Hammer toe (acquired)
HP:0001770,Toe syndactyly,755.3,Congenital anomaly of fingers/toes
HP:0001771,Achilles tendon contracture,727.7,Contracture of tendon (sheath)
HP:0001772,Talipes equinovalgus,755.1,Congenital deformities of feet
HP:0001776,Bilateral talipes equinovarus,755.1,Congenital deformities of feet
HP:0001780,Abnormality of toe,755.3,Congenital anomaly of fingers/toes
HP:0001782,Bulbous tips of toes,755.3,Congenital anomaly of fingers/toes
HP:0001785,Ankle swelling,741.4,Joint effusions
HP:0001788,Premature rupture of membranes,653,Problems associated with amniotic cavity and membranes
HP:0001789,Hydrops fetalis,656.7,Conditions involving the integument and temperature regulation of fetus and newborn
HP:0001790,Nonimmune hydrops fetalis,656.7,Conditions involving the integument and temperature regulation of fetus and newborn
HP:0001795,Hyperconvex nail,703,"Diseases of nail, NOS"
HP:0001798,Anonychia,703,"Diseases of nail, NOS"
HP:0001799,Short nail,703,"Diseases of nail, NOS"
HP:0001800,Hypoplastic toenails,703,"Diseases of nail, NOS"
HP:0001802,Absent toenail,757,Congenital anomalies of the integument
HP:0001804,Hypoplastic fingernail,703,"Diseases of nail, NOS"
HP:0001806,Onycholysis,703,"Diseases of nail, NOS"
HP:0001808,Fragile nails,703,"Diseases of nail, NOS"
HP:0001809,Split nail,703,"Diseases of nail, NOS"
HP:0001810,Dystrophic toenail,703,"Diseases of nail, NOS"
HP:0001812,Hyperconvex fingernails,703,"Diseases of nail, NOS"
HP:0001817,Absent fingernail,755.3,Congenital anomaly of fingers/toes
HP:0001818,Paronychia,681.1,Cellulitis and abscess of fingers/toes
HP:0001820,Leukonychia,703,"Diseases of nail, NOS"
HP:0001822,Hallux valgus,735.3,Hallux valgus (Bunion)
HP:0001824,Weight loss,260,Protein-calorie malnutrition
HP:0001829,Foot polydactyly,755.3,Congenital anomaly of fingers/toes
HP:0001830,Postaxial foot polydactyly,755.3,Congenital anomaly of fingers/toes
HP:0001836,Camptodactyly of toe,755.3,Congenital anomaly of fingers/toes
HP:0001838,Rocker bottom foot,755.1,Congenital deformities of feet
HP:0001839,Split foot,755.1,Congenital deformities of feet
HP:0001840,Metatarsus adductus,755.1,Congenital deformities of feet
HP:0001841,Preaxial foot polydactyly,755.3,Congenital anomaly of fingers/toes
HP:0001842,Foot acroosteolysis,733,Other disorders of bone and cartilage
HP:0001845,Overlapping toe,755.3,Congenital anomaly of fingers/toes
HP:0001848,Calcaneovalgus deformity,755.1,Congenital deformities of feet
HP:0001849,Foot oligodactyly,755.3,Congenital anomaly of fingers/toes
HP:0001852,Sandal gap,755.3,Congenital anomaly of fingers/toes
HP:0001853,Bifid distal phalanx of toe,755.3,Congenital anomaly of fingers/toes
HP:0001854,Podagra,274.11,Gouty arthropathy
HP:0001863,Toe clinodactyly,755.3,Congenital anomaly of fingers/toes
HP:0001864,Clinodactyly of the 5th toe,755.3,Congenital anomaly of fingers/toes
HP:0001870,Acroosteolysis of distal phalanges (feet),733,Other disorders of bone and cartilage
HP:0001873,Thrombocytopenia,287.3,Thrombocytopenia
HP:0001875,Neutropenia,288.11,Neutropenia
HP:0001876,Pancytopenia,284.1,Pancytopenia
HP:0001878,Hemolytic anemia,283,Acquired hemolytic anemias
HP:0001880,Eosinophilia,288.3,Eosinophilia
HP:0001882,Leukopenia,288.1,Decreased white blood cell count
HP:0001883,Talipes,755.1,Congenital deformities of feet
HP:0001884,Talipes calcaneovalgus,755.1,Congenital deformities of feet
HP:0001886,Foot osteomyelitis,710.1,Osteomyelitis
HP:0001888,Lymphopenia,288.1,Decreased white blood cell count
HP:0001889,Megaloblastic anemia,281.1,Megaloblastic anemia
HP:0001890,Autoimmune hemolytic anemia,283.1,Autoimmune hemolytic anemias
HP:0001891,Iron deficiency anemia,280,Iron deficiency anemias
HP:0001892,Abnormal bleeding,286.7,Other and unspecified coagulation defects
HP:0001894,Thrombocytosis,289,Other diseases of blood and blood-forming organs
HP:0001895,Normochromic anemia,285,Other anemias
HP:0001897,Normocytic anemia,285,Other anemias
HP:0001898,Increased red blood cell mass,289.9,Abnormality of red blood cells
HP:0001899,Increased hematocrit,289.9,Abnormality of red blood cells
HP:0001901,Polycythemia,289.8,"Polycythemia, secondary"
HP:0001902,Giant platelets,287.4,Qualitative platelet defects
HP:0001903,Anemia,285,Other anemias
HP:0001904,Autoimmune neutropenia,288.11,Neutropenia
HP:0001905,Congenital thrombocytopenia,656.5,Hematological disorders of newborn
HP:0001907,Thromboembolism,452,Other venous embolism and thrombosis
HP:0001908,Hypoplastic anemia,284,Aplastic anemia
HP:0001909,Leukemia,204,Leukemia
HP:0001913,Granulocytopenia,288.11,Neutropenia
HP:0001915,Aplastic anemia,284,Aplastic anemia
HP:0001917,Renal amyloidosis,270.33,Amyloidosis
HP:0001919,Acute kidney injury,585.1,Acute renal failure
HP:0001920,Renal artery stenosis,440.1,Atherosclerosis of renal artery
HP:0001923,Reticulocytosis,790,Nonspecific findings on examination of blood
HP:0001924,Sideroblastic anemia,285.3,Sideroblastic anemia
HP:0001927,Acanthocytosis,289.9,Abnormality of red blood cells
HP:0001928,Abnormality of coagulation,286,Coagulation defects
HP:0001929,Reduced factor XI activity,286.1,Congenital coagulation defects
HP:0001930,Nonspherocytic hemolytic anemia,282,Hereditary hemolytic anemias
HP:0001931,Hypochromic anemia,280.1,"Iron deficiency anemias, unspecified or not due to blood loss"
HP:0001933,Subcutaneous hemorrhage,287,Purpura and other hemorrhagic conditions
HP:0001934,Persistent bleeding after trauma,459.1,Hemorrhage NOS
HP:0001935,Microcytic anemia,280.1,"Iron deficiency anemias, unspecified or not due to blood loss"
HP:0001937,Microangiopathic hemolytic anemia,283.2,Non-autoimmune hemolytic anemias
HP:0001941,Acidosis,276.41,Acidosis
HP:0001942,Metabolic acidosis,276.41,Acidosis
HP:0001943,Hypoglycemia,251.1,Hypoglycemia
HP:0001944,Dehydration,276.5,Hypovolemia
HP:0001945,Fever,783,Fever of unknown origin
HP:0001946,Ketosis,276.41,Acidosis
HP:0001947,Renal tubular acidosis,588,Disorders resulting from impaired renal function
HP:0001948,Alkalosis,276.42,Alkalosis
HP:0001949,Hypokalemic alkalosis,255.12,Hyperaldosteronism
HP:0001950,Respiratory alkalosis,276.42,Alkalosis
HP:0001952,Abnormal glucose tolerance,250.4,Abnormal glucose
HP:0001953,Diabetic ketoacidosis,250.21,Type 2 diabetes with ketoacidosis
HP:0001954,Episodic fever,783,Fever of unknown origin
HP:0001955,Unexplained fevers,783,Fever of unknown origin
HP:0001956,Truncal obesity,278.1,Obesity
HP:0001958,Nonketotic hypoglycemia,251.1,Hypoglycemia
HP:0001959,Polydipsia,276.8,Polydipsia
HP:0001960,Hypokalemic metabolic alkalosis,276.42,Alkalosis
HP:0001961,Hypoplastic heart,747.12,Valvular heart disease/ heart chambers
HP:0001962,Palpitations,427.9,Palpitations
HP:0001964,Aplasia/Hypoplasia of metatarsal bones,755.1,Congenital deformities of feet
HP:0001967,Diffuse mesangial sclerosis,580.4,"Renal sclerosis, NOS"
HP:0001970,Tubulointerstitial nephritis,580.32,Nephritis and nephropathy with pathological lesion
HP:0001971,Hypersplenism,289.5,Diseases of spleen
HP:0001972,Macrocytic anemia,281.9,Deficiency anemias
HP:0001973,Autoimmune thrombocytopenia,287.31,Primary thrombocytopenia
HP:0001974,Leukocytosis,288.2,Elevated white blood cell count
HP:0001976,Reduced antithrombin III activity,286.81,Primary hypercoagulable state
HP:0001977,Abnormal thrombosis,452,Other venous embolism and thrombosis
HP:0001978,Extramedullary hematopoiesis,289.5,Diseases of spleen
HP:0001980,Megaloblastic bone marrow,281.1,Megaloblastic anemia
HP:0001981,Schistocytosis,289.9,Abnormality of red blood cells
HP:0001985,Hypoketotic hypoglycemia,251.1,Hypoglycemia
HP:0001986,Hypertonic dehydration,276.11,Hyperosmolality and/or hypernatremia
HP:0001987,Hyperammonemia,270.21,Disorders of urea cycle metabolism
HP:0001988,Recurrent hypoglycemia,251.1,Hypoglycemia
HP:0001993,Ketoacidosis,276.41,Acidosis
HP:0001995,Hyperchloremic acidosis,588,Disorders resulting from impaired renal function
HP:0001996,Chronic metabolic acidosis,276.41,Acidosis
HP:0001997,Gout,274.1,Gout
HP:0001998,Neonatal hypoglycemia,656.3,Endocrine and metabolic disturbances of fetus and newborn
HP:0002006,Facial cleft,749.2,Congenital anomalies of skull and face bones
HP:0002009,Potter facies,749,Congenital anomalies of face and neck
HP:0002013,Vomiting,789,Nausea and vomiting
HP:0002014,Diarrhea,561.1,Diarrhea
HP:0002015,Dysphagia,532,Dysphagia
HP:0002018,Nausea,789,Nausea and vomiting
HP:0002019,Constipation,563,Constipation
HP:0002020,Gastroesophageal reflux,530.11,GERD
HP:0002021,Pyloric stenosis,537,Other disorders of stomach and duodenum
HP:0002023,Anal atresia,750.21,Congenital anomalies of intestine
HP:0002024,Malabsorption,557,Intestinal malabsorption (non-celiac)
HP:0002025,Anal stenosis,565,Anal and rectal conditions
HP:0002027,Abdominal pain,785,Abdominal pain
HP:0002028,Chronic diarrhea,561.1,Diarrhea
HP:0002032,Esophageal atresia,750.11,Esophageal atresia/tracheoesophageal fistula
HP:0002033,Poor suck,656.3,Endocrine and metabolic disturbances of fetus and newborn
HP:0002035,Rectal prolapse,565,Anal and rectal conditions
HP:0002036,Hiatus hernia,750.15,Congenital anomalies of stomach
HP:0002037,Inflammation of the large intestine,555,Inflammatory bowel disease and other gastroenteritis and colitis
HP:0002039,Anorexia,260.6,Anorexia
HP:0002040,Esophageal varix,530.2,Esophageal bleeding (varices/hemorrhage)
HP:0002041,Intractable diarrhea,561.1,Diarrhea
HP:0002043,Esophageal stricture,530.3,Stricture and stenosis of esophagus
HP:0002044,Zollinger-Ellison syndrome,251.8,Abnormality of secretion of glucagon or gastrin
HP:0002045,Hypothermia,780,Hypothermia/Chills
HP:0002047,Malignant hyperthermia,783,Fever of unknown origin
HP:0002048,Renal cortical atrophy,580.4,"Renal sclerosis, NOS"
HP:0002049,Proximal renal tubular acidosis,588,Disorders resulting from impaired renal function
HP:0002058,Myopathic facies,359.1,Muscular dystrophies
HP:0002059,Cerebral atrophy,331,Other cerebral degenerations
HP:0002061,Lower limb spasticity,350.1,Abnormal involuntary movements
HP:0002063,Rigidity,772.2,Spasm of muscle
HP:0002064,Spastic gait,350.2,Abnormality of gait
HP:0002066,Gait ataxia,334.1,Spinocerebellar disease
HP:0002067,Bradykinesia,350.1,Abnormal involuntary movements
HP:0002069,Generalized tonic-clonic seizures,345.1,Epilepsy
HP:0002070,Limb ataxia,334.1,Spinocerebellar disease
HP:0002071,Abnormality of extrapyramidal motor function,333,Extrapyramidal disease and abnormal movement disorders
HP:0002072,Chorea,333.3,Tics and choreas
HP:0002073,Progressive cerebellar ataxia,334.1,Spinocerebellar disease
HP:0002075,Dysdiadochokinesis,350.3,Lack of coordination
HP:0002076,Migraine,340,Migraine
HP:0002077,Migraine with aura,340.1,Migrain with aura
HP:0002078,Truncal ataxia,334.1,Spinocerebellar disease
HP:0002079,Hypoplasia of the corpus callosum,752.2,Other specified congenital anomalies of nervous system
HP:0002080,Intention tremor,333.1,Essential tremor
HP:0002083,Migraine without aura,340,Migraine
HP:0002084,Encephalocele,752.1,Neural tube defects
HP:0002085,Occipital encephalocele,752.1,Neural tube defects
HP:0002089,Pulmonary hypoplasia,748,"Anomalies of respiratory system, congenital"
HP:0002090,Pneumonia,480,Pneumonia
HP:0002091,Restrictive ventilatory defect,510,Other diseases of lung
HP:0002092,Pulmonary arterial hypertension,415.2,Chronic pulmonary heart disease
HP:0002093,Respiratory insufficiency,509,"Respiratory failure, insufficiency, arrest"
HP:0002094,Dyspnea,512.7,Shortness of breath
HP:0002097,Emphysema,496.1,Emphysema
HP:0002098,Respiratory distress,512.9,Other dyspnea
HP:0002099,Asthma,495,Asthma
HP:0002100,Recurrent aspiration pneumonia,501,Pneumonitis due to inhalation of food or vomitus
HP:0002102,Pleuritis,507,Pleurisy; pleural effusion
HP:0002104,Apnea,513.31,Apnea
HP:0002105,Hemoptysis,516.1,Hemoptysis
HP:0002107,Pneumothorax,506,Empyema and pneumothorax
HP:0002108,Spontaneous pneumothorax,506,Empyema and pneumothorax
HP:0002110,Bronchiectasis,496.3,Bronchiectasis
HP:0002113,Pulmonary infiltrates,514,Abnormal findings examination of lungs
HP:0002119,Ventriculomegaly,348.9,"Other conditions of brain, NOS"
HP:0002120,Cerebral cortical atrophy,331,Other cerebral degenerations
HP:0002121,Absence seizures,345.3,Convulsions
HP:0002123,Generalized myoclonic seizures,345.11,Generalized convulsive epilepsy
HP:0002126,Polymicrogyria,752.2,Other specified congenital anomalies of nervous system
HP:0002131,Episodic ataxia,334.1,Spinocerebellar disease
HP:0002132,Porencephalic cyst,348.4,Cerebral cysts
HP:0002133,Status epilepticus,345.1,Epilepsy
HP:0002135,Basal ganglia calcification,348.9,"Other conditions of brain, NOS"
HP:0002136,Broad-based gait,350.2,Abnormality of gait
HP:0002138,Subarachnoid hemorrhage,430.1,Subarachnoid hemorrhage
HP:0002139,Arrhinencephaly,752.1,Neural tube defects
HP:0002140,Ischemic stroke,433.21,"Cerebral artery occlusion, with cerebral infarction"
HP:0002141,Gait imbalance,350.2,Abnormality of gait
HP:0002144,Tethered cord,752.2,Other specified congenital anomalies of nervous system
HP:0002145,Frontotemporal dementia,290.12,Dementia with cerebral degenerations
HP:0002148,Hypophosphatemia,275.53,Disorders of phosphorus metabolism
HP:0002149,Hyperuricemia,790.6,Other abnormal blood chemistry
HP:0002150,Hypercalciuria,275.5,Disorders of calcium/phosphorus metabolism
HP:0002151,Increased serum lactate,573.6,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]
HP:0002153,Hyperkalemia,276.13,Hyperpotassemia
HP:0002155,Hypertriglyceridemia,272.12,Hyperglyceridemia
HP:0002164,Nail dysplasia,757,Congenital anomalies of the integument
HP:0002166,Impaired vibration sensation in the lower limbs,687.4,Disturbance of skin sensation
HP:0002167,Neurological speech impairment,292.1,Aphasia/speech disturbance
HP:0002168,Scanning speech,292.1,Aphasia/speech disturbance
HP:0002169,Clonus,350.1,Abnormal involuntary movements
HP:0002170,Intracranial hemorrhage,430,Intracranial hemorrhage
HP:0002171,Gliosis,349,Other and unspecified disorders of the nervous system
HP:0002172,Postural instability,781.2,Abnormal posture
HP:0002173,Hypoglycemic seizures,251.1,Hypoglycemia
HP:0002174,Postural tremor,333.1,Essential tremor
HP:0002176,Spinal cord compression,334,Degenerative disease of the spinal cord
HP:0002179,Opisthotonus,350.1,Abnormal involuntary movements
HP:0002180,Neurodegeneration,331,Other cerebral degenerations
HP:0002181,Cerebral edema,348.2,Cerebral edema and compression of brain
HP:0002185,Neurofibrillary tangles,290.12,Dementia with cerebral degenerations
HP:0002186,Apraxia,292.12,Symbolic dysfunction
HP:0002187,"Intellectual disability, profound",315.3,Mental retardation
HP:0002190,Choroid plexus cyst,348.4,Cerebral cysts
HP:0002191,Progressive spasticity,350.1,Abnormal involuntary movements
HP:0002193,Pseudobulbar behavioral symptoms,334.2,Anterior horn cell disease
HP:0002194,Delayed gross motor development,315,Develomental delays and disorders
HP:0002195,Dysgenesis of the cerebellar vermis,752.2,Other specified congenital anomalies of nervous system
HP:0002196,Myelopathy,334,Degenerative disease of the spinal cord
HP:0002197,Generalized seizures,345.11,Generalized convulsive epilepsy
HP:0002198,Dilated fourth ventricle,348.9,"Other conditions of brain, NOS"
HP:0002199,Hypocalcemic seizures,275.51,Hypocalcemia
HP:0002200,Pseudobulbar signs,334.2,Anterior horn cell disease
HP:0002202,Pleural effusion,507,Pleurisy; pleural effusion
HP:0002203,Respiratory paralysis,509.1,Respiratory failure
HP:0002204,Pulmonary embolism,415.11,"Pulmonary embolism and infarction, acute"
HP:0002205,Recurrent respiratory infections,465,Acute upper respiratory infections of multiple or unspecified sites
HP:0002206,Pulmonary fibrosis,504.1,Idiopathic fibrosing alveolitis
HP:0002207,Diffuse reticular or finely nodular infiltrations,514,Abnormal findings examination of lungs
HP:0002219,Facial hypertrichosis,704.2,Hirsutism
HP:0002230,Generalized hirsutism,704.2,Hirsutism
HP:0002232,Patchy alopecia,704.1,Alopecia
HP:0002235,Pili canaliculi,757,Congenital anomalies of the integument
HP:0002239,Gastrointestinal hemorrhage,578,Gastrointestinal hemorrhage
HP:0002240,Hepatomegaly,573.3,Hepatomegaly
HP:0002243,Protein-losing enteropathy,557,Intestinal malabsorption (non-celiac)
HP:0002245,Meckel diverticulum,750.21,Congenital anomalies of intestine
HP:0002247,Duodenal atresia,750.21,Congenital anomalies of intestine
HP:0002248,Hematemesis,578.1,Hematemesis
HP:0002249,Melena,578.2,Blood in stool
HP:0002251,Aganglionic megacolon,750.21,Congenital anomalies of intestine
HP:0002253,Colonic diverticula,562.1,Diverticulosis
HP:0002254,Intermittent diarrhea,561.1,Diarrhea
HP:0002257,Chronic rhinitis,472,Chronic pharyngitis and nasopharyngitis
HP:0002266,Focal clonic seizures,345.1,Epilepsy
HP:0002268,Paroxysmal dystonia,333,Extrapyramidal disease and abnormal movement disorders
HP:0002273,Tetraparesis,344,Other paralytic syndromes
HP:0002275,Poor motor coordination,350.3,Lack of coordination
HP:0002277,Horner syndrome,337,Disorders of the autonomic nervous system
HP:0002280,Enlarged cisterna magna,348.9,"Other conditions of brain, NOS"
HP:0002282,Heterotopia,752.2,Other specified congenital anomalies of nervous system
HP:0002283,Global brain atrophy,331,Other cerebral degenerations
HP:0002287,Progressive alopecia,704.1,Alopecia
HP:0002289,Alopecia universalis,704.1,Alopecia
HP:0002293,Alopecia of scalp,704.1,Alopecia
HP:0002296,Progressive hypotrichosis,704.1,Alopecia
HP:0002298,Absent hair,704.1,Alopecia
HP:0002300,Mutism,292.11,Aphasia
HP:0002301,Hemiplegia,342,Hemiplegia
HP:0002305,Athetosis,350.1,Abnormal involuntary movements
HP:0002310,Orofacial dyskinesia,333.4,Torsion dystonia
HP:0002311,Incoordination,350.3,Lack of coordination
HP:0002312,Clumsiness,350.3,Lack of coordination
HP:0002313,Spastic paraparesis,334.1,Spinocerebellar disease
HP:0002314,Degeneration of the lateral corticospinal tracts,334,Degenerative disease of the spinal cord
HP:0002315,Headache,339,Other headache syndromes
HP:0002317,Unsteady gait,350.2,Abnormality of gait
HP:0002318,Cervical myelopathy,334,Degenerative disease of the spinal cord
HP:0002321,Vertigo,386.2,Peripheral or central vertigo
HP:0002322,Resting tremor,350.1,Abnormal involuntary movements
HP:0002323,Anencephaly,752.1,Neural tube defects
HP:0002324,Hydranencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0002326,Transient ischemic attack,433.31,Transient cerebral ischemia
HP:0002329,Drowsiness,291.8,Alteration of consciousness
HP:0002331,Recurrent paroxysmal headache,340,Migraine
HP:0002333,Motor deterioration,333,Extrapyramidal disease and abnormal movement disorders
HP:0002335,Agenesis of cerebellar vermis,752.2,Other specified congenital anomalies of nervous system
HP:0002340,Caudate atrophy,331,Other cerebral degenerations
HP:0002341,Cervical cord compression,721.2,Spondylosis with myelopathy
HP:0002342,"Intellectual disability, moderate",315.3,Mental retardation
HP:0002343,Normal pressure hydrocephalus,331.1,Hydrocephalus
HP:0002344,Progressive neurologic deterioration,290.1,Dementias
HP:0002345,Action tremor,333.1,Essential tremor
HP:0002346,Head tremor,350.1,Abnormal involuntary movements
HP:0002349,Focal seizures without impairment of consciousness or awareness,345.12,Partial epilepsy
HP:0002350,Cerebellar cyst,348.4,Cerebral cysts
HP:0002352,Leukoencephalopathy,324,Other CNS infection and poliomyelitis
HP:0002353,EEG abnormality,346.2,Nonspecific abnormal results of function study of brain and central nervous system
HP:0002354,Memory impairment,292.3,Memory loss
HP:0002355,Difficulty walking,741.3,Difficulty in walking
HP:0002356,Writer's cramp,333.4,Torsion dystonia
HP:0002357,Dysphasia,292.1,Aphasia/speech disturbance
HP:0002360,Sleep disturbance,327,Sleep disorders
HP:0002361,Psychomotor deterioration,292,Neurological disorders
HP:0002362,Shuffling gait,350.2,Abnormality of gait
HP:0002365,Hypoplasia of the brainstem,752.2,Other specified congenital anomalies of nervous system
HP:0002367,Visual hallucinations,292.6,Hallucinations
HP:0002370,Poor coordination,350.3,Lack of coordination
HP:0002371,Loss of speech,292.1,Aphasia/speech disturbance
HP:0002372,Normal interictal EEG,346.2,Nonspecific abnormal results of function study of brain and central nervous system
HP:0002373,Febrile seizures,345.3,Convulsions
HP:0002375,Hypokinesia,781,Symptoms involving nervous and musculoskeletal systems
HP:0002376,Developmental regression,315,Develomental delays and disorders
HP:0002378,Hand tremor,333.1,Essential tremor
HP:0002380,Fasciculations,350.1,Abnormal involuntary movements
HP:0002381,Aphasia,292.11,Aphasia
HP:0002383,Encephalitis,323,Encephalitis
HP:0002384,Focal seizures with impairment of consciousness or awareness,345.12,Partial epilepsy
HP:0002385,Paraparesis,344,Other paralytic syndromes
HP:0002390,Spinal arteriovenous malformation,747,Cardiac and circulatory congenital anomalies
HP:0002392,EEG with polyspike wave complexes,346.2,Nonspecific abnormal results of function study of brain and central nervous system
HP:0002395,Lower limb hyperreflexia,350.5,Abnormal reflex
HP:0002396,Cogwheel rigidity,772.2,Spasm of muscle
HP:0002398,Degeneration of anterior horn cells,334.2,Anterior horn cell disease
HP:0002406,Limb dysmetria,350.3,Lack of coordination
HP:0002408,Cerebral arteriovenous malformation,747.2,Congenital anomalies of peripheral vascular system
HP:0002410,Aqueductal stenosis,752.2,Other specified congenital anomalies of nervous system
HP:0002411,Myokymia,358,Myoneural disorders
HP:0002414,Spina bifida,752.11,Spina bifida
HP:0002415,Leukodystrophy,331,Other cerebral degenerations
HP:0002416,Subependymal cysts,348.4,Cerebral cysts
HP:0002425,Anarthria,292.11,Aphasia
HP:0002427,Motor aphasia,315.2,Speech and language disorder
HP:0002435,Meningocele,752.11,Spina bifida
HP:0002436,Occipital meningocele,752.11,Spina bifida
HP:0002438,Cerebellar malformation,752.2,Other specified congenital anomalies of nervous system
HP:0002439,Frontolimbic dementia,290.1,Dementias
HP:0002442,Dyscalculia,315.1,Learning disorder
HP:0002445,Tetraplegia,344,Other paralytic syndromes
HP:0002448,Progressive encephalopathy,323,Encephalitis
HP:0002451,Limb dystonia,333,Extrapyramidal disease and abnormal movement disorders
HP:0002457,Abnormal head movements,350.1,Abnormal involuntary movements
HP:0002460,Distal muscle weakness,359.1,Muscular dystrophies
HP:0002461,Dense calcifications in the cerebellar dentate nucleus,348.9,"Other conditions of brain, NOS"
HP:0002463,Language impairment,292.1,Aphasia/speech disturbance
HP:0002464,Spastic dysarthria,292.1,Aphasia/speech disturbance
HP:0002465,Poor speech,292.1,Aphasia/speech disturbance
HP:0002470,Nonprogressive cerebellar ataxia,334.1,Spinocerebellar disease
HP:0002474,Expressive language delay,315.2,Speech and language disorder
HP:0002475,Myelomeningocele,752.11,Spina bifida
HP:0002478,Progressive spastic quadriplegia,344,Other paralytic syndromes
HP:0002480,Hepatic encephalopathy,571.8,Liver abscess and sequelae of chronic liver disease
HP:0002483,Bulbar signs,334.2,Anterior horn cell disease
HP:0002486,Myotonia,359.1,Muscular dystrophies
HP:0002487,Hyperkinesis,350.1,Abnormal involuntary movements
HP:0002488,Acute leukemia,204,Leukemia
HP:0002491,Spasticity of facial muscles,352.2,Facial nerve disorders [CN7]
HP:0002493,Upper motor neuron dysfunction,333,Extrapyramidal disease and abnormal movement disorders
HP:0002495,Impaired vibratory sensation,687.4,Disturbance of skin sensation
HP:0002497,Spastic ataxia,334.1,Spinocerebellar disease
HP:0002500,Abnormality of the cerebral white matter,346.2,Nonspecific abnormal results of function study of brain and central nervous system
HP:0002501,Spasticity of pharyngeal muscles,350.1,Abnormal involuntary movements
HP:0002503,Spinocerebellar tract degeneration,334.1,Spinocerebellar disease
HP:0002504,Calcification of the small brain vessels,348.9,"Other conditions of brain, NOS"
HP:0002506,Diffuse cerebral atrophy,331,Other cerebral degenerations
HP:0002507,Semilobar holoprosencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0002508,Brainstem dysplasia,752.2,Other specified congenital anomalies of nervous system
HP:0002509,Limb hypertonia,772.2,Spasm of muscle
HP:0002510,Spastic tetraplegia,343,Infantile cerebral palsy
HP:0002511,Alzheimer disease,290.11,Alzheimer's disease
HP:0002512,Brain stem compression,348.2,Cerebral edema and compression of brain
HP:0002514,Cerebral calcification,348.9,"Other conditions of brain, NOS"
HP:0002515,Waddling gait,350.2,Abnormality of gait
HP:0002516,Increased intracranial pressure,377,Disorders of optic nerve and visual pathways
HP:0002521,Hypsarrhythmia,345.1,Epilepsy
HP:0002522,Areflexia of lower limbs,350.5,Abnormal reflex
HP:0002524,Cataplexy,347,Cataplexy and narcolepsy
HP:0002528,Granulovacuolar degeneration,331,Other cerebral degenerations
HP:0002529,Neuronal loss in central nervous system,331,Other cerebral degenerations
HP:0002530,Axial dystonia,333,Extrapyramidal disease and abnormal movement disorders
